ccvm,name,cnpj,type,situation
503843,PIASA PIABAS AGROPEC SA,09.471.475/0001-30,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
14630,PILCOMAYO PARTICIPACOES SA,00.108.813/0001-08,CIAS ABERTAS,Cancelado em 17/01/2002
9571,PINA INTERC COML INDL PESCA SA,33.078.585/0001-11,CIAS ABERTAS,Cancelado em 04/01/2010
9580,PINCEIS TIGRE SA,61.182.606/0001-80,CIAS ABERTAS,Cancelado em 09/02/1988
519316,PINDARE SA,05.200.092/0001-77,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 01/09/2012
504971,PINDORAMA AGRI COM IND SA,14.170.443/0001-35,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
517755,PINHEIRO SA IND MADEIREIRA,05.017.017/0001-75,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 20/04/2000
515469,PINTO FORMOSO AGROPEC SA.,12.822.045/0001-20,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 25/05/2004
515930,PIONEIRO HOTELARIA E TUR S/A,15.603.798/0001-33,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519553,PIONEIRO HOTELARIA E TUR S/A,15.603.798/0001-33,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 12/06/2013
19518,PIPA CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,05.918.309/0001-89,CIAS ABERTAS,Cancelado em 17/01/2017
507342,PIQUIRI AGROPEC SA - PAPESA,08.030.025/0001-40,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 22/03/1999
17477,PIRAJU PARTICIPACOES SA,02.387.233/0001-14,CIAS ABERTAS,Cancelado em 06/09/2001
9598,PIRAMIDES BRASILIA SA IC,61.105.730/0001-41,CIAS ABERTAS,Cancelado em 20/12/2005
9601,PIRELLI CABOS SA,61.150.751/0001-89,CIAS ABERTAS,Cancelado em 05/12/2000
13358,PIRELLI PNEUS SA,59.179.838/0001-37,CIAS ABERTAS,Cancelado em 05/12/2000
13730,PISA-PAPEL DE IMPRENSA SA,78.229.309/0001-45,CIAS ABERTAS,Cancelado em 28/09/2001
505684,PISOS STA MARCIA SA,16.203.564/0001-61,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 05/01/1993
502367,PLAENGE CONCRETO PRE MOLD SA,03.081.965/0001-44,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
518360,PLANICIE AGROPECUARIA SA,05.011.762/0001-07,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 19/10/2005
13471,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,51.928.174/0001-50,CIAS ABERTAS,Concedido em 19/04/1989
514195,PLAST MED SA,11.968.229/0001-30,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
514535,PLASTICOL PLAST TEC DA AM SA,34.536.862/0001-55,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
18244,PLATYPUS SA,02.736.471/0001-98,CIAS ABERTAS,Cancelado em 06/07/2007
22900,PLAY BEVERAGE SOUTH AMERICA SA,12.610.072/0001-30,CIAS ABERTAS,Cancelado em 15/05/2014
14907,PLAYCENTER SA,00.643.535/0001-80,CIAS ABERTAS,Cancelado em 08/08/2002
514616,PLENA HOTEIS S/A,27.740.547/0001-80,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 23/12/2004
500550,POCO VERDE AGRI SA,12.820.973/0001-56,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
17469,POCONÉ PARTICIPAÇÕES SA,02.395.548/0001-03,CIAS ABERTAS,Cancelado em 30/01/2003
9636,POLIALDEN PETROQUIMICA SA,13.545.769/0001-37,CIAS ABERTAS,Cancelado em 31/05/2006
9644,"POLIFLEX DA BAHIA S.A INDUSTRIA, COMERCIO E EXPORTAÇÃO",15.145.691/0001-99,CIAS ABERTAS,Cancelado em 03/11/2008
503746,POLIFRIO DO NE SA,09.515.875/0001-09,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 02/02/1999
515825,POLIGRAN POLIM GRAN DO BR SA,41.128.919/0001-42,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
6777,POLIMIX CONCRETO S/A,34.230.979/0001-06,CIAS ABERTAS,Cancelado em 08/06/1988
9660,POLIOLEFINAS SA,62.336.946/0001-80,CIAS ABERTAS,Cancelado em 17/08/1988
508926,POLIPLAST SA PLAST DA AM,04.897.146/0001-32,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
15997,POLIPROPILENO PARTICIPACOES S.A.,01.391.425/0001-31,CIAS ABERTAS,Cancelado em 15/12/2005
9679,POLIPROPILENO SA,13.604.087/0001-58,CIAS ABERTAS,Cancelado em 15/12/2005
510084,POLIQUIMICA S/A,23.481.104/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 18/10/2006
9687,POLITENO IND E COMERCIO SA,13.603.683/0001-13,CIAS ABERTAS,Cancelado em 02/04/2007
14141,POLITENO LINEAR IND E COM SA,16.490.039/0001-74,CIAS ABERTAS,Cancelado em 26/06/1997
22160,POLO CAPITAL SECURITIZADORA S/A,12.261.588/0001-16,CIAS ABERTAS,Concedido em 22/09/2010
14192,POLONIA PARTICIPACOES SA,71.722.607/0001-23,CIAS ABERTAS,Cancelado em 03/06/2002
13447,POLPAR S.A.,59.789.545/0001-71,CIAS ABERTAS,Concedido em 03/03/1989
513130,POLTEX POLIDO TEXTIL S/A,35.980.960/0001-40,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 02/05/2016
12041,POLYMAX INFORMATICA SA,90.025.214/0001-05,CIAS ABERTAS,Cancelado em 21/03/2006
9695,POLYNOR SA IC FIBS SINTS DA PB,09.126.970/0001-02,CIAS ABERTAS,Cancelado em 22/03/2005
506680,POLYUTIL SA IND E COM MAT PLAS,09.139.890/0001-91,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
19658,POMIFRUTAS S/A - EM RECUPERAÇÃO JUDICIAL,86.550.951/0001-50,CIAS ABERTAS,Concedido em 28/12/2004
510220,PONTA AGROINDL SA,31.684.814/0001-16,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 10/10/1997
503282,PONTE NOVA AGROINDL SA,09.009.366/0001-04,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
502472,PONTES SA AGROPASTORIL,06.306.252/0001-20,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 04/11/1993
502464,PONTES SA HOT E TUR,10.986.628/0001-61,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/01/1998
14087,PONTUAL LEASING SA ARREND MERC,68.271.295/0001-74,CIAS ABERTAS,Cancelado em 18/07/2006
9709,PORCELANA SCHMIDT SA,85.459.691/0001-49,CIAS ABERTAS,Cancelado em 28/05/2001
503339,PORCELANE SA,07.390.461/0001-67,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
15750,PORTHAL DO LAGO SA,01.376.634/0001-06,CIAS ABERTAS,Cancelado em 08/02/2002
16659,PORTO SEGURO SA,02.149.205/0001-69,CIAS ABERTAS,Concedido em 28/11/1997
23523,PORTO SUDESTE V.M. S.A.,18.494.485/0001-82,CIAS ABERTAS,Concedido em 11/11/2014
9717,PORTUENSE FERRAGENS S/A,04.912.242/0001-02,CIAS ABERTAS,Concedido em 20/07/1977
21776,PORTX OPERAÇÕES PORTUÁRIAS S.A.,10.846.981/0001-46,CIAS ABERTAS,Cancelado em 11/07/2012
20362,POSITIVO INFORMATICA SA,81.243.735/0001-48,CIAS ABERTAS,Concedido em 06/12/2006
13978,POTENZA LEASING ARREND MERC SA,60.333.085/0001-51,CIAS ABERTAS,Cancelado em 12/05/1998
22152,POTHENCIA S/A - REFLORESTADORA,11.306.912/0001-02,CIAS ABERTAS,Cancelado em 01/08/2012
517178,POUSADA DOS VELEIROS SA,30.793.020/0001-28,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 06/06/2003
21083,PPE FIOS ESMALTADOS SA,62.255.682/0001-30,CIAS ABERTAS,Cancelado em 12/03/2010
80152,"PPLA PARTICIPATIONS, LTD",-,CIAS ESTRANGEIRAS,Concedido em 24/04/2012
516406,PRAIA GRANDE HOTEIS E TURISMO SA,31.484.314/0001-30,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 20/09/2005
506044,PRAIAMAR EMPREEND TUR SA,30.565.329/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
24546,PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.,08.574.411/0001-00,CIAS ABERTAS,Concedido em 27/09/2018
23728,PRÁTICA PARTICIPAÇÕES S.A.,10.747.021/0001-29,CIAS ABERTAS,Cancelado em 31/12/2017
14010,PREDILETO ALIMENTOS SA,32.110.314/0001-33,CIAS ABERTAS,Cancelado em 19/12/2011
510815,PREFABRICADOS ALFA DO MA SA,05.489.802/0001-20,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519502,PREFABRICADOS ALFA DO MA SA,05.489.802/0001-20,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 06/02/2013
500062,PREFERÊNCIA AGROPECUÁRIA SA,08.794.497/0001-79,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 25/08/2008
9725,PREMESA SA IND E COMERCIO,61.142.469/0001-50,CIAS ABERTAS,Cancelado em 05/10/1994
504254,PREMOLDE IND ARTEF CIMENTO S/A,06.760.102/0001-91,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
510700,PREMOLTINS - PREMOLDADOS TO SA,25.086.661/0001-02,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
18163,PRH9 PRODUÇÕES SA,02.396.693/0001-09,CIAS ABERTAS,Cancelado em 06/02/2001
517224,PRICOMAR INDUSTRIA DE PESCA S/A,15.251.358/0001-64,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
509027,PRIMOROSA SA AGROPEC IND E COM,03.504.271/0001-72,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519235,PRIMOROSA SA AGROPEC IND E COM,03.504.271/0001-72,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 20/08/2012
24236,PRINER SERVIÇOS INDUSTRIAIS S.A.,18.593.815/0001-97,CIAS ABERTAS,Concedido em 02/10/2017
18635,PRIVATINVEST PARTICIPAÇÕES SA,03.587.889/0001-43,CIAS ABERTAS,Cancelado em 31/08/2011
1686,PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL,56.994.924/0001-05,CIAS ABERTAS,Concedido em 11/02/1982
516520,PROCINSA PRODS CIRURG DO NE SA,24.436.891/0001-91,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
512346,PRODS AGRIC SA - PROASA,22.963.169/0001-80,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
501557,PRODS PEC ANGICO BRANCO SA,06.264.774/0001-06,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
19232,PRODUTORES ENERGETICOS DE MANSO SA,02.291.077/0001-93,CIAS ABERTAS,Concedido em 07/02/2002
510823,PRODUTOS E LIGAS PLASTICAS DO BRASIL S/A,12.541.066/0001-78,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
9750,PRODUTOS QUIMICOS ELEKEIROZ SA,61.141.982/0001-26,CIAS ABERTAS,Cancelado em 12/04/1995
20346,PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS,45.453.214/0001-51,CIAS ABERTAS,Concedido em 24/10/2006
511633,PROFERTIL-PROD QUIM FERT SA,10.782.100/0001-70,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 05/12/2005
23469,PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO,02.382.073/0001-10,CIAS ABERTAS,Concedido em 11/08/2014
502294,PROMAPA PROD MAD DO PARA SA,04.203.865/0001-06,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
501905,PROMAR PESCA INDL SA,09.015.090/0001-69,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
517496,PROMASA PRODS MEDS ARACAJU SA,24.401.622/0001-90,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
9768,PROMETAL PRODS METALURGICOS SA,61.391.603/0001-56,CIAS ABERTAS,Cancelado em 22/03/2005
15970,PROMOAUTO PARTICIPAÇÕES SA,01.394.549/0001-70,CIAS ABERTAS,Cancelado em 16/01/2003
9776,PROMON ENGENHARIA SA,61.095.923/0001-69,CIAS ABERTAS,Cancelado em 29/09/1988
13293,PROMON TECNOLOGIA SA,55.737.514/0001-16,CIAS ABERTAS,Cancelado em 16/08/1990
18333,PROMPT PARTICIPAÇÕES S.A.,02.992.449/0001-09,CIAS ABERTAS,Concedido em 18/06/1999
9784,PRONOR PETROQUIMICA SA,13.552.070/0001-02,CIAS ABERTAS,Cancelado em 16/05/2011
9792,PROPASA PRODS DE PAPEL SA,62.794.516/0001-02,CIAS ABERTAS,Cancelado em 07/08/2007
501298,PROPEC MINERAL IND COM REP SA,05.007.794/0001-39,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519006,PROPECUS AGROPECUÁRIA S.A.,01.299.251/0001-81,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 03/09/2010
9814,PROSPEC SA PROSPECCAO AEROLEV,33.496.563/0001-71,CIAS ABERTAS,Cancelado em 09/10/1990
510793,PROTEINA PROJ INTEGR ALIM SA,08.143.133/0001-29,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 18/10/2007
516570,PROVALE IND E COM SA,27.071.778/0001-48,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 18/03/1999
22314,PROVIDAX PARTICIPAÇÕES S/A,12.498.904/0001-78,CIAS ABERTAS,Cancelado em 30/07/2014
507202,PRUDENTE NEVES AGROPEC SA,02.736.122/0001-76,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
21482,PRUMO LOGÍSTICA S.A.,08.741.499/0001-08,CIAS ABERTAS,Cancelado em 04/05/2018
21679,PST ELETRÔNICA SA,84.496.066/0001-04,CIAS ABERTAS,Cancelado em 20/07/2010
507482,PUERI IND COM DE CONFECCOES SA,12.215.224/0001-08,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
518328,PW BRASIL EXPORT S/A,03.734.942/0001-91,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 18/11/2011
22365,QGEP PARTICIPAÇÕES SA,11.669.021/0001-10,CIAS ABERTAS,Concedido em 02/02/2011
9857,QGN PARTICIPAÇÕES SA,13.608.583/0001-80,CIAS ABERTAS,Cancelado em 14/08/2012
22497,QUALICORP SA,11.992.680/0001-93,CIAS ABERTAS,Concedido em 17/06/2011
23302,QUALITY SOFTWARE S.A.,35.791.391/0001-94,CIAS ABERTAS,Concedido em 03/12/2013
501689,QUARTZIL INFO SA,16.896.425/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 10/11/1989
515973,QUATRO ESTACOES HOT E TUR S/A,28.418.903/0001-06,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 04/04/2007
19267,QUATTOR PETROQUÍMICA S.A.,04.705.090/0001-77,CIAS ABERTAS,Cancelado em 03/02/2011
9830,QUEIROZ COMERCIO E PARTS SA,07.205.768/0001-40,CIAS ABERTAS,Cancelado em 28/09/1988
501417,QUIM DA BAHIA IND E COM,51.744.803/0001-91,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 16/12/2008
9849,QUIMBRASIL QUIM INDL BRAS SA,61.074.118/0001-59,CIAS ABERTAS,Cancelado em 09/10/1990
507881,QUÍMICA GERAL DO NORDESTE S/A,14.727.457/0001-07,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
9873,QUIMIO PRODS QUIMICOS CI SA,33.036.328/0001-17,CIAS ABERTAS,Cancelado em 14/06/1989
9881,QUIMISINOS SA,96.736.806/0001-11,CIAS ABERTAS,Cancelado em 22/03/2005
509922,QUIXADA FAZ BOVINA DO PA SA,04.960.720/0001-50,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 30/01/1996
510963,R.J. AVIC DA AMAZONIA SA,34.649.293/0001-54,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
9903,RACHID ABDALLA SA IND E COM,06.260.897/0001-79,CIAS ABERTAS,Cancelado em 21/03/2006
13056,RACIMEC INFORMATICA BRAS SA,33.643.305/0001-70,CIAS ABERTAS,Cancelado em 05/03/1993
13803,RACINVEST INVS IMOBILIARIOS SA,58.371.261/0001-06,CIAS ABERTAS,Cancelado em 28/01/1992
9911,RACIONAL ENGENHARIA SA,43.202.951/0001-56,CIAS ABERTAS,Cancelado em 23/11/1987
506028,RAÇÕES ARGO SA,05.279.039/0001-03,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
5258,RAIA DROGASIL S.A.,61.585.865/0001-51,CIAS ABERTAS,Concedido em 20/07/1977
22306,RAIA SA,60.605.664/0001-06,CIAS ABERTAS,Cancelado em 02/02/2012
15946,RAIL SUL SA,01.529.589/0001-82,CIAS ABERTAS,Cancelado em 31/01/2006
506141,RAISA RONDONIA AGROINDL SA,04.774.238/0001-25,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 16/11/2012
23230,RAÍZEN ENERGIA S.A.,08.070.508/0001-78,CIAS ABERTAS,Concedido em 21/10/2013
9970,RAN REF ACUCAR NORTE SA,10.964.948/0001-10,CIAS ABERTAS,Cancelado em 04/01/2010
501140,RANARIO REAL SA,04.567.400/0001-34,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
510920,RANARIO STA CRUZ SA,05.152.277/0001-53,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
9938,RANDON NORDESTE SA VEICS IMPLS,10.523.280/0001-76,CIAS ABERTAS,Cancelado em 16/02/1996
14109,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,89.086.144/0001-16,CIAS ABERTAS,Concedido em 05/02/1993
9946,RANDON SA VEICULOS IMPLEMENTOS,88.610.829/0001-57,CIAS ABERTAS,Cancelado em 27/04/1993
502324,RAROS AGROIND  PROD AROM SA,48.606.891/0001-50,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
18279,RASIP AGRO PASTORIL SA,94.789.468/0001-50,CIAS ABERTAS,Cancelado em 16/07/2013
503738,RAUTA COM IND DE MAD SA,14.041.032/0001-40,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
513610,RAVEL INDL SA,07.399.280/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
504840,RAYMUNDO DA FONTE IND SA,10.574.937/0001-24,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 13/07/2005
18406,RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,02.773.542/0001-22,CIAS ABERTAS,Concedido em 02/08/1999
19860,RB CAPITAL SECURITIZADORA S.A.,03.559.006/0001-91,CIAS ABERTAS,Concedido em 31/10/2005
23760,REAG SECURITIES - SECURITIZADORA DE CRÉDITOS S/A,20.451.953/0001-83,CIAS ABERTAS,Concedido em 11/11/2015
18430,REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,02.643.896/0001-52,CIAS ABERTAS,Concedido em 14/09/1999
18023,REAL CONSÓRCIO PART. S.A.(EM LIQUIDAÇÃO),02.670.203/0001-10,CIAS ABERTAS,Cancelado em 14/01/2002
18007,REAL HOLDINGS PART. S.A. (EM LIQUIDAÇÃO),02.670.204/0001-65,CIAS ABERTAS,Cancelado em 14/01/2002
9962,REALCAFE SOLUVEL DO BRASIL S/A,28.154.847/0001-40,CIAS ABERTAS,Cancelado em 13/04/2000
518298,REALCAFE SOLUVEL DO BRASIL S/A,28.154.847/0001-40,CIAS INCENTIVADAS REGISTRADAS,Concedido em 13/10/2004
18015,REALPAR PARTICIPAÇÕES S.A-EM LIQUIDAÇÃO,02.670.205/0001-00,CIAS ABERTAS,Cancelado em 14/01/2002
16519,REASON S.A. COML. IMPORT. E EXPORTADORA,01.430.815/0001-73,CIAS ABERTAS,Cancelado em 05/02/2001
19810,REC 844 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,06.349.242/0001-71,CIAS ABERTAS,Cancelado em 03/02/2016
19356,REC SAO BERNARDO SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,04.370.450/0001-27,CIAS ABERTAS,Cancelado em 13/04/2017
509914,RECIFE GRAFICA EDITORA SA,09.789.207/0001-61,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
12572,RECRUSUL SA,91.333.666/0001-17,CIAS ABERTAS,Concedido em 20/12/1985
3190,REDE ENERGIA PARTICIPAÇÕES S.A.,61.584.140/0001-49,CIAS ABERTAS,Concedido em 16/10/1969
516368,REDE INT DE HOT E P DO PI SA,06.839.302/0001-34,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
20893,REDECARD S/A,01.425.787/0001-04,CIAS ABERTAS,Cancelado em 18/10/2012
22128,REDENTOR ENERGIA S/A,12.126.500/0001-53,CIAS ABERTAS,Cancelado em 19/01/2016
19496,REDFACTOR FACTORING E FOMENTO COML S/A,67.915.785/0001-01,CIAS ABERTAS,Cancelado em 16/05/2011
9997,REFINARIA PET IPIRANGA SA,94.845.674/0001-30,CIAS ABERTAS,Cancelado em 17/07/2008
9989,REFINARIA PET MANGUINHOS SA,33.412.081/0001-96,CIAS ABERTAS,Concedido em 14/05/1970
509973,REFRIG GAROTO IND COM SA,04.922.415/0001-73,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
510106,REFRIMA SA-EQUIP INDUSTRIAIS,04.306.213/0001-05,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
505471,REGINA ALIMS SA,11.665.114/0001-77,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
22802,REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A,13.349.677/0001-81,CIAS ABERTAS,Concedido em 10/05/2012
10022,REMA SA,47.349.535/0001-36,CIAS ABERTAS,Cancelado em 06/09/1988
509876,REMASA REFLORES MADEIREIRA SA,76.008.960/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 08/06/2000
502502,RENATO PEREIRA AGROPEC SA,17.475.161/0001-34,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
10030,RENNER HERRMANN SA,92.690.700/0001-73,CIAS ABERTAS,Cancelado em 12/08/2002
17752,RENNER PARTICIPAÇÕES SA,02.659.727/0001-00,CIAS ABERTAS,Cancelado em 20/07/2009
23744,RENOVA COMP. SECURITIZ. DE CRÉDITOS FINANC. S.A.,19.133.012/0001-12,CIAS ABERTAS,Concedido em 22/10/2015
21636,RENOVA ENERGIA S/A,08.534.605/0001-74,CIAS ABERTAS,Concedido em 20/08/2008
21539,REP REAL ESTATE PARTNERS DESENV IMOB SA,08.572.741/0001-59,CIAS ABERTAS,Cancelado em 13/08/2012
515744,RESAM - RECAPAGEM SÃO MATHEUS S/A,39.325.436/0001-96,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 17/06/2009
21440,RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA,49.669.856/0001-43,CIAS ABERTAS,Concedido em 18/04/2008
17337,RET PARTICIPAÇÕES S/A,02.363.917/0001-86,CIAS ABERTAS,Cancelado em 11/06/2018
16250,REXAM BEVERAGE CAN SOUTH AMERICA S.A.,29.506.474/0001-91,CIAS ABERTAS,Cancelado em 19/05/2004
22098,RG PRIVATE BROKERS INT. DE NEGÓCIOS IMOB. LTDA,11.818.783/0001-31,CIAS ABERTAS,Cancelado em 18/08/2011
16527,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,02.016.440/0001-62,CIAS ABERTAS,Concedido em 13/10/1997
4421,RHODIA AGRO SA,89.163.430/0001-38,CIAS ABERTAS,Cancelado em 09/01/1990
10065,RHODIA SA,57.507.626/0001-06,CIAS ABERTAS,Cancelado em 15/10/1993
6106,RHODIA-STER FIPACK SA,15.179.682/0001-19,CIAS ABERTAS,Cancelado em 04/09/1998
504645,RIACHO AGROPEC SA,10.718.971/0001-25,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
516120,RIACHO NOVO AGROPEC S/A,06.963.029/0001-55,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
517852,RIAN AGROPECUARIA SA,05.005.368/0001-66,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 22/12/2000
12009,RIB SA,15.232.127/0001-03,CIAS ABERTAS,Cancelado em 25/04/1997
14583,RIBEIRAO PRETO WATER PARK SA,72.991.714/0001-10,CIAS ABERTAS,Cancelado em 30/06/2004
501654,RIBEIRAO S/A,06.855.894/0001-88,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 20/03/2008
505021,RIBEIRO CHAVES SA INDS,13.012.554/0001-50,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
10073,RICASA ROLANDIA IC E AGRI SA,80.902.018/0001-18,CIAS ABERTAS,Cancelado em 22/03/2005
505161,RICINOR-RICINOQUIMICA DO NE SA,14.813.612/0001-08,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
501115,RICOPESCA NORTE-CAPTURA E COM,15.756.398/0001-68,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
501158,RICOPESCA-RIBAMAR IND E COM,06.495.683/0001-81,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 03/11/2005
14036,RIMA IMPRESSORA SA,51.033.975/0001-57,CIAS ABERTAS,Cancelado em 22/03/2005
507172,RIMA INDL SA,18.279.158/0001-08,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
12840,RIMET EMPREEND. INDS. E COMERCIAIS S/A,29.388.352/0001-48,CIAS ABERTAS,Cancelado em 31/10/2012
518190,RIMO S/A INDÚSTRIA E COMÉRCIO,32.430.993/0001-28,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 20/07/2012
516929,RIO CLARO AGROINDL SA,69.423.127/0001-10,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
500143,RIO CORRENTE AGROPEC SA,11.603.511/0001-14,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 17/04/1996
518786,RIO CORTADO AGROPECUÁRIA S/A,01.794.426/0001-27,CIAS INCENTIVADAS REGISTRADAS,Concedido em 25/07/2008
509060,RIO COTIA AGROPEC SA,04.937.967/0001-55,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 05/07/2002
500283,RIO GRANDE AGROPEC SA,11.723.020/0001-07,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
10081,RIO GRANDE CIA CEL DO SUL,90.348.632/0001-33,CIAS ABERTAS,Cancelado em 10/04/1986
16535,RIO GRANDE ENERGIA SA,02.016.439/0001-38,CIAS ABERTAS,Concedido em 13/10/1997
22969,RIO MONSARÁS PARTICIPAÇÕES S/A,14.969.641/0001-63,CIAS ABERTAS,Cancelado em 23/07/2014
10090,RIO OTHON PALACE HOTEL SA,42.149.559/0001-28,CIAS ABERTAS,Cancelado em 18/02/1994
506338,RIO PALMAS AGROPASTORIL SA,00.100.685/0001-48,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 03/11/2004
18368,RIO PARANAPANEMA ENERGIA SA,02.998.301/0001-81,CIAS ABERTAS,Concedido em 14/07/1999
